adjuster_id,employee_id,first_name,last_name,email,phone,license_number,license_state,specializations,hire_date,status,home_office_id,supervisor_email,max_active_claims
ADJ23777746,EMP47632089,Adj6857,Smith,adjuster6857@corp.com,555-2750,LIC67885788,CA,Property,2010-05-15,Inactive,OFF54890418,supervisor@corp.com,61
ADJ29662202,EMP54061799,Adj6858,Smith,adjuster6858@corp.com,555-7510,LIC95196292,NY,Property,2008-02-29,Active,OFF58251714,supervisor@corp.com,14
ADJ38063194,EMP35856231,Adj6859,Smith,adjuster6859@corp.com,555-6079,LIC31150809,NY,Property,2011-09-30,Active,OFF54044577,supervisor@corp.com,97
ADJ54121596,EMP64401874,Adj6860,Smith,adjuster6860@corp.com,555-9984,LIC61885848,TX,Auto,2023-12-23,Inactive,OFF96279431,supervisor@corp.com,39
ADJ30631972,EMP76187474,Adj6861,Smith,adjuster6861@corp.com,555-9089,LIC30486933,TX,Auto,2011-01-30,Active,OFF87997618,supervisor@corp.com,93
ADJ26573401,EMP23912822,Adj6862,Smith,adjuster6862@corp.com,555-3591,LIC09192730,WA,Property,2006-11-26,Inactive,OFF03658301,supervisor@corp.com,14
ADJ98596303,EMP77057019,Adj6863,Smith,adjuster6863@corp.com,555-2669,LIC08811410,CA,Property,2024-12-07,Inactive,OFF23584501,supervisor@corp.com,14
ADJ76096544,EMP03165371,Adj6864,Smith,adjuster6864@corp.com,555-4271,LIC23680887,IL,Fraud,2020-07-09,Inactive,OFF92350745,supervisor@corp.com,67
ADJ15247920,EMP40226000,Adj6865,Smith,adjuster6865@corp.com,555-5125,LIC33588723,NY,Auto,2009-07-19,Active,OFF61550317,supervisor@corp.com,67
ADJ85590102,EMP45691760,Adj6866,Smith,adjuster6866@corp.com,555-9531,LIC82655166,TX,Auto,2010-03-19,Active,OFF16075861,supervisor@corp.com,76
ADJ18767928,EMP10722664,Adj6867,Smith,adjuster6867@corp.com,555-4586,LIC53452956,WA,Property,2002-01-05,Active,OFF02116003,supervisor@corp.com,36
ADJ50765296,EMP43936991,Adj6868,Smith,adjuster6868@corp.com,555-5889,LIC81679602,WA,Auto,2001-07-26,Active,OFF69520775,supervisor@corp.com,86
ADJ15132466,EMP62073463,Adj6869,Smith,adjuster6869@corp.com,555-2240,LIC25306458,MA,Fraud,2021-03-24,Inactive,OFF16606825,supervisor@corp.com,46
ADJ67499686,EMP19113453,Adj6870,Smith,adjuster6870@corp.com,555-5124,LIC20436066,WA,Fraud,2025-02-09,Inactive,OFF91262125,supervisor@corp.com,26
ADJ40769060,EMP56828681,Adj6871,Smith,adjuster6871@corp.com,555-1773,LIC67323471,FL,Fraud,2002-08-19,Active,OFF06671705,supervisor@corp.com,35
ADJ62648766,EMP72175841,Adj6872,Smith,adjuster6872@corp.com,555-5869,LIC58428690,FL,Auto,2004-10-14,Active,OFF82652241,supervisor@corp.com,20
ADJ57292660,EMP36685415,Adj6873,Smith,adjuster6873@corp.com,555-4789,LIC50959629,WA,Property,2008-10-22,Inactive,OFF85212995,supervisor@corp.com,77
ADJ59597606,EMP14166628,Adj6874,Smith,adjuster6874@corp.com,555-3201,LIC63417218,TX,Fraud,2002-08-17,Active,OFF33694143,supervisor@corp.com,44
ADJ04344331,EMP47366020,Adj6875,Smith,adjuster6875@corp.com,555-3546,LIC88731223,NY,Property,2014-05-13,Inactive,OFF69396444,supervisor@corp.com,51
ADJ93305638,EMP43228245,Adj6876,Smith,adjuster6876@corp.com,555-3408,LIC91538317,CA,Auto,2006-08-30,Inactive,OFF39001087,supervisor@corp.com,35
ADJ70271738,EMP93591433,Adj6877,Smith,adjuster6877@corp.com,555-7169,LIC64204673,NY,Property,2007-10-07,Inactive,OFF29626195,supervisor@corp.com,96
ADJ82356146,EMP05907881,Adj6878,Smith,adjuster6878@corp.com,555-5977,LIC54382356,IL,Auto,2002-10-06,Active,OFF97853997,supervisor@corp.com,42
ADJ97251194,EMP57509367,Adj6879,Smith,adjuster6879@corp.com,555-6357,LIC52676751,FL,Property,2003-05-30,Active,OFF19520489,supervisor@corp.com,58
ADJ05258217,EMP69764177,Adj6880,Smith,adjuster6880@corp.com,555-3675,LIC02660118,WA,Fraud,2013-06-17,Active,OFF30443673,supervisor@corp.com,29
ADJ48079756,EMP81900033,Adj6881,Smith,adjuster6881@corp.com,555-8242,LIC93490595,NY,Auto,2019-10-07,Active,OFF05325605,supervisor@corp.com,82
ADJ75801982,EMP28355238,Adj6882,Smith,adjuster6882@corp.com,555-3265,LIC87981165,CA,Auto,2012-02-13,Inactive,OFF67651847,supervisor@corp.com,11
ADJ77340432,EMP33687471,Adj6883,Smith,adjuster6883@corp.com,555-4377,LIC12889668,WA,Property,2015-10-02,Active,OFF72435179,supervisor@corp.com,51
ADJ03645637,EMP10795337,Adj6884,Smith,adjuster6884@corp.com,555-5676,LIC99673644,NY,Auto,2018-03-24,Active,OFF52011472,supervisor@corp.com,23
ADJ31731067,EMP32759406,Adj6885,Smith,adjuster6885@corp.com,555-6450,LIC04698498,CA,Fraud,2012-07-01,Inactive,OFF26926201,supervisor@corp.com,52
ADJ98223430,EMP48540820,Adj6886,Smith,adjuster6886@corp.com,555-5183,LIC44885399,NY,Property,2016-02-16,Active,OFF48612722,supervisor@corp.com,58
ADJ90663865,EMP45072721,Adj6887,Smith,adjuster6887@corp.com,555-4437,LIC98454234,NY,Property,2022-01-16,Inactive,OFF30260212,supervisor@corp.com,38
ADJ22164866,EMP96560196,Adj6888,Smith,adjuster6888@corp.com,555-2580,LIC40575491,NY,Fraud,2018-11-22,Active,OFF27218953,supervisor@corp.com,33
ADJ55678954,EMP78167755,Adj6889,Smith,adjuster6889@corp.com,555-5687,LIC54672544,NY,Property,2006-10-06,Inactive,OFF85277304,supervisor@corp.com,32
ADJ13181247,EMP07879583,Adj6890,Smith,adjuster6890@corp.com,555-9148,LIC23356213,WA,Auto,2011-05-04,Active,OFF33292607,supervisor@corp.com,54
ADJ17616433,EMP66819536,Adj6891,Smith,adjuster6891@corp.com,555-7237,LIC78906229,MA,Property,2025-09-13,Inactive,OFF26955711,supervisor@corp.com,45
ADJ00911869,EMP51215053,Adj6892,Smith,adjuster6892@corp.com,555-4223,LIC63316964,FL,Auto,2002-06-06,Active,OFF97557146,supervisor@corp.com,100
ADJ16130244,EMP56243073,Adj6893,Smith,adjuster6893@corp.com,555-5396,LIC66993551,FL,Property,2025-04-08,Active,OFF51231803,supervisor@corp.com,67
ADJ38024926,EMP21301487,Adj6894,Smith,adjuster6894@corp.com,555-7342,LIC43876902,TX,Auto,2001-09-23,Inactive,OFF98186373,supervisor@corp.com,70
ADJ07411795,EMP66927057,Adj6895,Smith,adjuster6895@corp.com,555-1182,LIC13589984,TX,Fraud,2002-02-09,Inactive,OFF00897945,supervisor@corp.com,37
ADJ30638047,EMP55036488,Adj6896,Smith,adjuster6896@corp.com,555-8066,LIC92549845,TX,Fraud,2023-05-02,Inactive,OFF36515680,supervisor@corp.com,60
ADJ68244975,EMP54351672,Adj6897,Smith,adjuster6897@corp.com,555-1250,LIC84768941,TX,Fraud,2011-09-19,Active,OFF22734331,supervisor@corp.com,80
ADJ92184278,EMP51512399,Adj6898,Smith,adjuster6898@corp.com,555-9636,LIC30110984,TX,Auto,2010-02-11,Active,OFF30679027,supervisor@corp.com,70
ADJ99827061,EMP42192223,Adj6899,Smith,adjuster6899@corp.com,555-7165,LIC55732971,NY,Fraud,2023-10-15,Active,OFF47735624,supervisor@corp.com,14
ADJ33866754,EMP92116274,Adj6900,Smith,adjuster6900@corp.com,555-1645,LIC38113118,IL,Property,2015-09-20,Active,OFF37415645,supervisor@corp.com,100
ADJ31946069,EMP69339063,Adj6901,Smith,adjuster6901@corp.com,555-9361,LIC84853863,CA,Fraud,2025-03-19,Inactive,OFF24233101,supervisor@corp.com,55
ADJ68004856,EMP50362725,Adj6902,Smith,adjuster6902@corp.com,555-9682,LIC90367786,IL,Fraud,2000-01-02,Inactive,OFF21581895,supervisor@corp.com,76
ADJ46052908,EMP37009851,Adj6903,Smith,adjuster6903@corp.com,555-1521,LIC13011779,NY,Auto,2018-03-11,Inactive,OFF15262590,supervisor@corp.com,41
ADJ71616152,EMP87607433,Adj6904,Smith,adjuster6904@corp.com,555-5914,LIC70671094,TX,Auto,2014-03-27,Active,OFF04379366,supervisor@corp.com,12
ADJ31166641,EMP56977341,Adj6905,Smith,adjuster6905@corp.com,555-5148,LIC38544485,WA,Auto,2012-03-07,Inactive,OFF83708318,supervisor@corp.com,79
ADJ09913819,EMP20318281,Adj6906,Smith,adjuster6906@corp.com,555-5492,LIC98272901,IL,Property,2001-09-29,Active,OFF66265965,supervisor@corp.com,43
ADJ83944044,EMP72797701,Adj6907,Smith,adjuster6907@corp.com,555-4647,LIC28949245,MA,Fraud,2004-05-16,Inactive,OFF50189845,supervisor@corp.com,20
ADJ36087671,EMP66341034,Adj6908,Smith,adjuster6908@corp.com,555-1634,LIC00716682,MA,Auto,2025-09-21,Inactive,OFF51965621,supervisor@corp.com,89
ADJ92747251,EMP16698812,Adj6909,Smith,adjuster6909@corp.com,555-9161,LIC42126458,MA,Auto,2008-05-24,Inactive,OFF11937258,supervisor@corp.com,57
ADJ82534104,EMP69792153,Adj6910,Smith,adjuster6910@corp.com,555-8070,LIC71089415,TX,Property,2022-09-06,Active,OFF35748217,supervisor@corp.com,88
ADJ97320025,EMP03548205,Adj6911,Smith,adjuster6911@corp.com,555-3893,LIC65939398,CA,Property,2011-03-12,Inactive,OFF11264168,supervisor@corp.com,91
ADJ84181611,EMP32265906,Adj6912,Smith,adjuster6912@corp.com,555-7840,LIC72775030,IL,Fraud,2013-01-10,Inactive,OFF80933667,supervisor@corp.com,72
ADJ91696659,EMP79820328,Adj6913,Smith,adjuster6913@corp.com,555-2379,LIC21695715,CA,Property,2007-12-19,Inactive,OFF56001446,supervisor@corp.com,32
ADJ16369862,EMP92094919,Adj6914,Smith,adjuster6914@corp.com,555-3645,LIC62135817,WA,Auto,2007-01-11,Active,OFF11192654,supervisor@corp.com,45
ADJ12987841,EMP07367057,Adj6915,Smith,adjuster6915@corp.com,555-4106,LIC71879949,WA,Property,2015-10-30,Inactive,OFF37198843,supervisor@corp.com,23
ADJ19724364,EMP03370650,Adj6916,Smith,adjuster6916@corp.com,555-5913,LIC25478225,IL,Auto,2007-03-02,Active,OFF38840975,supervisor@corp.com,82
ADJ68567293,EMP92707390,Adj6917,Smith,adjuster6917@corp.com,555-2094,LIC97182853,MA,Fraud,2003-05-17,Inactive,OFF95722585,supervisor@corp.com,94
ADJ27780692,EMP89252182,Adj6918,Smith,adjuster6918@corp.com,555-3023,LIC64000176,IL,Auto,2024-09-14,Active,OFF69078879,supervisor@corp.com,72
ADJ95771561,EMP72599687,Adj6919,Smith,adjuster6919@corp.com,555-7393,LIC32823990,TX,Auto,2000-02-02,Active,OFF80369160,supervisor@corp.com,31
ADJ07051840,EMP10702462,Adj6920,Smith,adjuster6920@corp.com,555-6784,LIC00447120,FL,Property,2005-07-11,Inactive,OFF05943943,supervisor@corp.com,30
ADJ92835375,EMP24105058,Adj6921,Smith,adjuster6921@corp.com,555-1398,LIC16381207,NY,Auto,2000-12-03,Active,OFF79829188,supervisor@corp.com,44
ADJ56645297,EMP88047273,Adj6922,Smith,adjuster6922@corp.com,555-4797,LIC33368517,NY,Fraud,2005-09-13,Active,OFF34843203,supervisor@corp.com,89
ADJ50697963,EMP30258728,Adj6923,Smith,adjuster6923@corp.com,555-4812,LIC74547715,WA,Fraud,2021-10-08,Inactive,OFF89863312,supervisor@corp.com,18
ADJ61206288,EMP84655870,Adj6924,Smith,adjuster6924@corp.com,555-1821,LIC41760589,WA,Fraud,2011-01-17,Active,OFF57333584,supervisor@corp.com,23
ADJ17260293,EMP53527591,Adj6925,Smith,adjuster6925@corp.com,555-3958,LIC91375710,WA,Fraud,2007-04-12,Inactive,OFF56174510,supervisor@corp.com,33
ADJ12593805,EMP09668718,Adj6926,Smith,adjuster6926@corp.com,555-9300,LIC80794178,WA,Auto,2002-03-23,Inactive,OFF40843825,supervisor@corp.com,60
ADJ59267017,EMP62093846,Adj6927,Smith,adjuster6927@corp.com,555-1561,LIC05885352,FL,Property,2006-12-13,Active,OFF74705313,supervisor@corp.com,88
ADJ79376008,EMP22182543,Adj6928,Smith,adjuster6928@corp.com,555-6767,LIC85338131,FL,Auto,2004-01-23,Active,OFF12606711,supervisor@corp.com,52
ADJ59636292,EMP05440562,Adj6929,Smith,adjuster6929@corp.com,555-9346,LIC26969160,NY,Auto,2003-08-24,Active,OFF27545382,supervisor@corp.com,31
ADJ55103333,EMP21669091,Adj6930,Smith,adjuster6930@corp.com,555-8525,LIC90500407,IL,Fraud,2010-02-02,Inactive,OFF86862328,supervisor@corp.com,48
ADJ20739880,EMP77096893,Adj6931,Smith,adjuster6931@corp.com,555-9721,LIC18116818,MA,Auto,2012-09-02,Inactive,OFF87466791,supervisor@corp.com,19
ADJ83166476,EMP72500666,Adj6932,Smith,adjuster6932@corp.com,555-3307,LIC41147110,MA,Auto,2022-06-12,Inactive,OFF09787512,supervisor@corp.com,19
ADJ65802154,EMP97150243,Adj6933,Smith,adjuster6933@corp.com,555-5640,LIC76720469,TX,Auto,2005-06-16,Active,OFF06470708,supervisor@corp.com,63
ADJ19720931,EMP11900191,Adj6934,Smith,adjuster6934@corp.com,555-9459,LIC10682290,MA,Property,2015-09-26,Inactive,OFF51369843,supervisor@corp.com,58
ADJ33506486,EMP92449892,Adj6935,Smith,adjuster6935@corp.com,555-9907,LIC19608007,NY,Auto,2003-01-16,Inactive,OFF03289972,supervisor@corp.com,27
ADJ81297324,EMP24880579,Adj6936,Smith,adjuster6936@corp.com,555-2111,LIC50138159,FL,Property,2012-09-07,Active,OFF11727773,supervisor@corp.com,45
ADJ87952155,EMP71926368,Adj6937,Smith,adjuster6937@corp.com,555-4082,LIC69410570,FL,Property,2010-09-21,Inactive,OFF63279420,supervisor@corp.com,50
ADJ80101962,EMP60180467,Adj6938,Smith,adjuster6938@corp.com,555-1918,LIC94106002,TX,Property,2004-06-14,Active,OFF50954926,supervisor@corp.com,100
ADJ79083837,EMP68546444,Adj6939,Smith,adjuster6939@corp.com,555-5635,LIC38854426,TX,Fraud,2011-08-06,Inactive,OFF17935678,supervisor@corp.com,80
ADJ30250539,EMP97845345,Adj6940,Smith,adjuster6940@corp.com,555-7732,LIC24978318,TX,Property,2010-07-06,Inactive,OFF12069945,supervisor@corp.com,90
ADJ73522618,EMP43954580,Adj6941,Smith,adjuster6941@corp.com,555-7611,LIC50265222,WA,Auto,2006-04-07,Inactive,OFF75125232,supervisor@corp.com,63
ADJ73538605,EMP64008209,Adj6942,Smith,adjuster6942@corp.com,555-2568,LIC07962003,MA,Property,2008-05-18,Active,OFF90480756,supervisor@corp.com,54
ADJ21006292,EMP29347834,Adj6943,Smith,adjuster6943@corp.com,555-2180,LIC99613156,FL,Fraud,2023-08-13,Active,OFF65977612,supervisor@corp.com,83
ADJ27030977,EMP47850617,Adj6944,Smith,adjuster6944@corp.com,555-5078,LIC59355997,FL,Auto,2014-10-14,Inactive,OFF26625729,supervisor@corp.com,57
ADJ84796647,EMP42346770,Adj6945,Smith,adjuster6945@corp.com,555-5493,LIC64293800,FL,Auto,2022-05-04,Inactive,OFF46963058,supervisor@corp.com,53
ADJ53287510,EMP51604051,Adj6946,Smith,adjuster6946@corp.com,555-8600,LIC29207886,MA,Property,2000-01-30,Active,OFF53148423,supervisor@corp.com,32
ADJ41443854,EMP82696013,Adj6947,Smith,adjuster6947@corp.com,555-7387,LIC79889090,MA,Property,2005-01-06,Inactive,OFF70308748,supervisor@corp.com,69
ADJ90052026,EMP36141682,Adj6948,Smith,adjuster6948@corp.com,555-7112,LIC65071270,NY,Property,2007-12-28,Inactive,OFF45853983,supervisor@corp.com,32
ADJ42439149,EMP58875860,Adj6949,Smith,adjuster6949@corp.com,555-5921,LIC71239341,CA,Property,2003-08-07,Inactive,OFF25638645,supervisor@corp.com,18
ADJ47561950,EMP26888700,Adj6950,Smith,adjuster6950@corp.com,555-5795,LIC89325878,FL,Fraud,2000-08-14,Active,OFF81885888,supervisor@corp.com,76
ADJ46893632,EMP16029331,Adj6951,Smith,adjuster6951@corp.com,555-4989,LIC69072242,FL,Auto,2010-07-28,Active,OFF18141667,supervisor@corp.com,58
ADJ39420890,EMP87725067,Adj6952,Smith,adjuster6952@corp.com,555-4201,LIC97649262,IL,Property,2021-11-03,Active,OFF47040571,supervisor@corp.com,14
ADJ42081552,EMP25412886,Adj6953,Smith,adjuster6953@corp.com,555-7191,LIC90345395,IL,Auto,2015-02-23,Active,OFF40781446,supervisor@corp.com,62
ADJ99911526,EMP72088585,Adj6954,Smith,adjuster6954@corp.com,555-9941,LIC61356928,MA,Property,2007-05-06,Inactive,OFF26090551,supervisor@corp.com,55
ADJ70834653,EMP36190434,Adj6955,Smith,adjuster6955@corp.com,555-3080,LIC08799213,CA,Auto,2000-09-28,Active,OFF45485457,supervisor@corp.com,66
ADJ63898881,EMP63726451,Adj6956,Smith,adjuster6956@corp.com,555-5779,LIC97352239,MA,Property,2002-03-30,Active,OFF08799943,supervisor@corp.com,74
ADJ39317149,EMP34222022,Adj6957,Smith,adjuster6957@corp.com,555-9996,LIC94010847,TX,Auto,2000-03-23,Inactive,OFF89907822,supervisor@corp.com,52
ADJ72871821,EMP90583260,Adj6958,Smith,adjuster6958@corp.com,555-6479,LIC45246031,WA,Auto,2022-05-27,Inactive,OFF56044783,supervisor@corp.com,24
ADJ43964653,EMP32591403,Adj6959,Smith,adjuster6959@corp.com,555-2888,LIC60384486,NY,Property,2007-01-24,Inactive,OFF72987865,supervisor@corp.com,25
ADJ27161525,EMP98779488,Adj6960,Smith,adjuster6960@corp.com,555-9558,LIC29490415,CA,Property,2000-06-28,Inactive,OFF77972846,supervisor@corp.com,67
ADJ80526506,EMP44676154,Adj6961,Smith,adjuster6961@corp.com,555-2905,LIC46357895,CA,Fraud,2016-03-07,Inactive,OFF73658956,supervisor@corp.com,40
ADJ17753225,EMP80560936,Adj6962,Smith,adjuster6962@corp.com,555-1682,LIC10644630,NY,Fraud,2005-03-05,Inactive,OFF31657372,supervisor@corp.com,66
ADJ40424599,EMP05419913,Adj6963,Smith,adjuster6963@corp.com,555-6232,LIC08937754,MA,Property,2019-06-07,Inactive,OFF13531624,supervisor@corp.com,42
ADJ25561663,EMP49031552,Adj6964,Smith,adjuster6964@corp.com,555-6422,LIC94777438,NY,Fraud,2020-12-06,Inactive,OFF56712135,supervisor@corp.com,56
ADJ56110649,EMP88746095,Adj6965,Smith,adjuster6965@corp.com,555-9792,LIC96156318,FL,Fraud,2017-04-27,Inactive,OFF26403563,supervisor@corp.com,52
ADJ23360543,EMP45251701,Adj6966,Smith,adjuster6966@corp.com,555-8934,LIC63659356,WA,Auto,2010-07-23,Active,OFF62112289,supervisor@corp.com,100
ADJ42102976,EMP47480436,Adj6967,Smith,adjuster6967@corp.com,555-3363,LIC57649807,MA,Property,2016-11-13,Inactive,OFF62763395,supervisor@corp.com,22
ADJ71350461,EMP15279628,Adj6968,Smith,adjuster6968@corp.com,555-5175,LIC85212499,WA,Property,2003-07-09,Inactive,OFF32017713,supervisor@corp.com,53
ADJ58850988,EMP98062002,Adj6969,Smith,adjuster6969@corp.com,555-2042,LIC83888952,MA,Fraud,2009-09-05,Inactive,OFF61556465,supervisor@corp.com,18
ADJ41213960,EMP38715673,Adj6970,Smith,adjuster6970@corp.com,555-1367,LIC50705957,TX,Auto,2025-10-30,Active,OFF50810508,supervisor@corp.com,98
ADJ72401872,EMP73337648,Adj6971,Smith,adjuster6971@corp.com,555-6141,LIC41975316,CA,Fraud,2012-08-26,Inactive,OFF29840570,supervisor@corp.com,49
ADJ71025325,EMP15192710,Adj6972,Smith,adjuster6972@corp.com,555-5794,LIC66170627,FL,Property,2000-10-18,Inactive,OFF80392806,supervisor@corp.com,48
ADJ62321431,EMP33769448,Adj6973,Smith,adjuster6973@corp.com,555-1177,LIC69702978,IL,Fraud,2012-07-02,Inactive,OFF51965621,supervisor@corp.com,38
ADJ23438207,EMP59403564,Adj6974,Smith,adjuster6974@corp.com,555-6941,LIC59548355,CA,Fraud,2005-03-22,Active,OFF97705890,supervisor@corp.com,46
ADJ62983727,EMP51729008,Adj6975,Smith,adjuster6975@corp.com,555-4874,LIC46296696,NY,Property,2015-01-02,Active,OFF01760978,supervisor@corp.com,52
ADJ83803539,EMP49508937,Adj6976,Smith,adjuster6976@corp.com,555-5202,LIC88257170,TX,Fraud,2022-08-02,Inactive,OFF89790223,supervisor@corp.com,49
ADJ60592523,EMP24694726,Adj6977,Smith,adjuster6977@corp.com,555-1516,LIC33065569,FL,Property,2022-09-07,Inactive,OFF11213286,supervisor@corp.com,63
ADJ94065984,EMP92617754,Adj6978,Smith,adjuster6978@corp.com,555-3664,LIC61839926,WA,Auto,2014-08-15,Inactive,OFF15337198,supervisor@corp.com,25
ADJ54313486,EMP11393436,Adj6979,Smith,adjuster6979@corp.com,555-8765,LIC79286770,TX,Fraud,2006-10-10,Active,OFF45971101,supervisor@corp.com,94
ADJ35774897,EMP14933629,Adj6980,Smith,adjuster6980@corp.com,555-6677,LIC28098772,WA,Property,2021-08-05,Active,OFF33933071,supervisor@corp.com,19
ADJ75788710,EMP46723028,Adj6981,Smith,adjuster6981@corp.com,555-9141,LIC96984961,CA,Property,2021-07-09,Active,OFF78537159,supervisor@corp.com,64
ADJ42391281,EMP33292764,Adj6982,Smith,adjuster6982@corp.com,555-8019,LIC29245945,CA,Fraud,2016-12-17,Inactive,OFF95108904,supervisor@corp.com,55
ADJ26173374,EMP36761192,Adj6983,Smith,adjuster6983@corp.com,555-3102,LIC05930203,TX,Auto,2002-12-29,Inactive,OFF24902571,supervisor@corp.com,46
ADJ40328470,EMP30624885,Adj6984,Smith,adjuster6984@corp.com,555-2761,LIC56180472,TX,Auto,2014-04-05,Inactive,OFF19795458,supervisor@corp.com,74
ADJ75611825,EMP72646684,Adj6985,Smith,adjuster6985@corp.com,555-1553,LIC40291841,CA,Fraud,2022-09-08,Active,OFF45904169,supervisor@corp.com,68
ADJ42186720,EMP01344799,Adj6986,Smith,adjuster6986@corp.com,555-3543,LIC39124645,IL,Auto,2022-02-18,Inactive,OFF43576451,supervisor@corp.com,57
ADJ67138437,EMP23680587,Adj6987,Smith,adjuster6987@corp.com,555-1258,LIC08234742,IL,Fraud,2018-04-20,Active,OFF14270037,supervisor@corp.com,39
ADJ21864929,EMP42462867,Adj6988,Smith,adjuster6988@corp.com,555-6341,LIC84496775,WA,Fraud,2006-08-24,Active,OFF02438423,supervisor@corp.com,61
ADJ25722089,EMP18404538,Adj6989,Smith,adjuster6989@corp.com,555-1074,LIC68190317,TX,Fraud,2006-01-11,Active,OFF50394303,supervisor@corp.com,71
ADJ99387960,EMP73860817,Adj6990,Smith,adjuster6990@corp.com,555-3583,LIC22508509,MA,Auto,2006-05-24,Active,OFF47608478,supervisor@corp.com,85
ADJ38045510,EMP53763226,Adj6991,Smith,adjuster6991@corp.com,555-9883,LIC78748648,MA,Fraud,2011-03-07,Inactive,OFF70941961,supervisor@corp.com,20
ADJ00651441,EMP34225906,Adj6992,Smith,adjuster6992@corp.com,555-6141,LIC10289172,NY,Auto,2024-03-20,Active,OFF08741181,supervisor@corp.com,20
ADJ20165633,EMP74194562,Adj6993,Smith,adjuster6993@corp.com,555-8202,LIC31098918,WA,Property,2002-01-14,Active,OFF17322829,supervisor@corp.com,99
ADJ85600258,EMP85527314,Adj6994,Smith,adjuster6994@corp.com,555-3411,LIC19369840,MA,Auto,2017-09-13,Inactive,OFF18760838,supervisor@corp.com,68
ADJ19547036,EMP97105248,Adj6995,Smith,adjuster6995@corp.com,555-1577,LIC63304911,CA,Property,2008-05-11,Active,OFF05906113,supervisor@corp.com,87
ADJ03967447,EMP79759799,Adj6996,Smith,adjuster6996@corp.com,555-8951,LIC31867140,CA,Property,2006-08-24,Active,OFF90791837,supervisor@corp.com,35
ADJ20659333,EMP59429683,Adj6997,Smith,adjuster6997@corp.com,555-7021,LIC96962065,IL,Auto,2014-07-10,Active,OFF15555826,supervisor@corp.com,30
ADJ87014204,EMP64105874,Adj6998,Smith,adjuster6998@corp.com,555-1024,LIC05847252,TX,Auto,2015-12-28,Inactive,OFF48215584,supervisor@corp.com,49
ADJ17322713,EMP34422198,Adj6999,Smith,adjuster6999@corp.com,555-9690,LIC65939540,CA,Fraud,2020-01-09,Inactive,OFF70032875,supervisor@corp.com,67
ADJ05608801,EMP86605472,Adj7000,Smith,adjuster7000@corp.com,555-7909,LIC38116910,IL,Auto,2023-03-10,Inactive,OFF16749032,supervisor@corp.com,12
ADJ14727573,EMP56879042,Adj7001,Smith,adjuster7001@corp.com,555-1372,LIC77176875,MA,Property,2020-06-02,Inactive,OFF94900031,supervisor@corp.com,16
ADJ42848212,EMP93051620,Adj7002,Smith,adjuster7002@corp.com,555-9530,LIC14591861,MA,Property,2013-03-27,Inactive,OFF57449398,supervisor@corp.com,78
ADJ40201958,EMP04268940,Adj7003,Smith,adjuster7003@corp.com,555-9396,LIC78436092,IL,Auto,2023-01-18,Inactive,OFF13358671,supervisor@corp.com,65
ADJ43332549,EMP67156092,Adj7004,Smith,adjuster7004@corp.com,555-6893,LIC03646094,WA,Fraud,2008-02-21,Active,OFF25798155,supervisor@corp.com,49
ADJ20830615,EMP33562053,Adj7005,Smith,adjuster7005@corp.com,555-4021,LIC01824589,MA,Property,2023-10-26,Active,OFF23921379,supervisor@corp.com,57
ADJ06330208,EMP54323224,Adj7006,Smith,adjuster7006@corp.com,555-6740,LIC00951420,FL,Auto,2001-05-03,Active,OFF50614747,supervisor@corp.com,25
ADJ20556811,EMP17485879,Adj7007,Smith,adjuster7007@corp.com,555-1405,LIC33520362,IL,Fraud,2019-07-26,Active,OFF29227950,supervisor@corp.com,40
ADJ47976374,EMP28787765,Adj7008,Smith,adjuster7008@corp.com,555-2527,LIC82203137,NY,Fraud,2006-02-05,Active,OFF85724270,supervisor@corp.com,47
ADJ70222908,EMP81763572,Adj7009,Smith,adjuster7009@corp.com,555-6968,LIC03825198,FL,Property,2012-08-26,Inactive,OFF88008244,supervisor@corp.com,83
ADJ91291861,EMP87060563,Adj7010,Smith,adjuster7010@corp.com,555-5845,LIC34131582,FL,Property,2014-12-18,Active,OFF02613823,supervisor@corp.com,83
ADJ14053969,EMP62794240,Adj7011,Smith,adjuster7011@corp.com,555-7074,LIC57436334,MA,Auto,2016-08-01,Inactive,OFF45429296,supervisor@corp.com,37
ADJ89595033,EMP59953036,Adj7012,Smith,adjuster7012@corp.com,555-3071,LIC74664288,MA,Property,2003-07-15,Inactive,OFF32939684,supervisor@corp.com,44
ADJ40010985,EMP10038965,Adj7013,Smith,adjuster7013@corp.com,555-5397,LIC14046362,WA,Auto,2014-07-29,Inactive,OFF27460152,supervisor@corp.com,18
ADJ31445843,EMP72499549,Adj7014,Smith,adjuster7014@corp.com,555-5627,LIC98614231,FL,Fraud,2016-02-10,Active,OFF21234273,supervisor@corp.com,36
ADJ90216766,EMP34844247,Adj7015,Smith,adjuster7015@corp.com,555-6724,LIC40577539,TX,Auto,2005-09-10,Inactive,OFF47164685,supervisor@corp.com,19
ADJ39255624,EMP01636916,Adj7016,Smith,adjuster7016@corp.com,555-8036,LIC29061718,FL,Fraud,2013-11-12,Inactive,OFF63080832,supervisor@corp.com,76
ADJ44228884,EMP21791225,Adj7017,Smith,adjuster7017@corp.com,555-2884,LIC62904210,IL,Fraud,2020-04-08,Active,OFF97624790,supervisor@corp.com,32
ADJ78986474,EMP46459716,Adj7018,Smith,adjuster7018@corp.com,555-4391,LIC63070711,IL,Property,2000-07-02,Active,OFF46159296,supervisor@corp.com,23
